company,job_title,location,posted_date,stipend
The Wedding Rasam,Video Editor,Greater Noida,,"₹ 2,00,000 - 4,00,000"
Square Engineering Works,Production Department Trainee,Bangalore,,"₹ 2,00,000"
Vialogue Media,Corporate Sales Associate,Gurgaon,,"₹ 4,00,000 - 7,00,000"
The Agency Source,Data Entry Operator,Work from home,,"₹ 2,00,000 - 2,10,000"
Homafy,Junior Social Media Marketing Executive,Delhi,,"₹ 3,60,000"
MAVERICK CONSULTANCY SERVICES,Human Resources (HR) Executive,Mumbai,,"₹ 2,00,000 - 2,50,000"
UNODVASTRAFASHO LLP,Design & Brand Communications Expert,Work from home,,"₹ 5,00,000"
Persist Ventures,Automation Mobile App Developer,Work from home,,"₹ 6,00,000 - 8,00,000"
Sinaroz Media Publications,Video Editor,Hyderabad,,"₹ 2,00,000 - 3,00,000"
Teraflix Techno Solutions Private Limited,Graphic Designer,Bhubaneswar,,"₹ 2,00,000 - 2,20,000"
Sierra Living Concepts,Export – Import Analyst,Jodhpur,,"₹ 2,00,000 - 4,00,000"
Mea Platform Technologies Pvt Ltd,Data Annotation Analyst,Bangalore,,"₹ 3,00,000"
Physics Wallah,Academic Content/Operations,Bangalore,,"₹ 2,50,000 - 3,00,000"
The Bombay Glassware Museum,Secretary,Mazgoan,,"₹ 3,00,000 - 3,30,000"
Fusion Technology Solutions,Clinical Research Trainer,Pune,,"₹ 2,00,000 - 2,50,000"
Deliverable Services,UI/UX Designer,Mohali,,"₹ 2,00,000"
Nature Products,Media & Public Relations (PR) Executive,Delhi,,"₹ 20,00,000 - 40,00,000"
WeRize,Tele Collections Associate,Bangalore,,"₹ 2,50,000 - 3,00,000"
AppQuarterz Technologies,QA Automation Engineer,Faridabad,,"₹ 2,00,000 - 5,00,000"
BDAA Architects,Junior Architect,Noida,,"₹ 2,40,000 - 3,40,000"
SpireEdu,Haryanvi Transcription Specialist,Work from home,,"₹ 2,00,000 - 2,00,001"
SmartU,Business Development Executive,Nagpur,,"₹ 6,00,000 - 8,00,000"
LEXANGRIT PRIVATE LIMITED,Corporate Sales Executive,Kolkata,,"₹ 2,00,000 - 3,50,000"
Quagmire IT Services LLP,Inside Sales Representative,Mumbai,,"₹ 2,04,000 - 2,76,000"
Ace Proton Communications & Digital Media Private Limited,Influencer Marketing Executive,Mumbai,,"₹ 2,00,000"
Flying Frog World,Assistant Manager,Mumbai,,"₹ 2,00,000 - 3,00,000"
Deevesoft,Business Development Associate,Work from home,,"₹ 2,00,000"
BARON Promotions & Events,Telecalling - Survey Executive,Work from home,,"₹ 2,00,000 - 2,00,001"
Gmoxx E Com Pvt Ltd,Administration Associate,Bhopal,,"₹ 2,00,000 - 2,10,000"
PAISA NIVARAN,Field Sales Executive,Work from home,,"₹ 2,00,000 - 2,10,000"
Segumento,Business Development Executive,Mumbai,,"₹ 4,00,000"
HSJN FinWisdom Private Limited,Business Development Associate,Faridabad,,"₹ 2,00,000 - 3,00,000"
Durga Glass Agencies Private Limited,Corporate Sales Manager,Ahmedabad,,"₹ 5,00,000 - 6,00,000"
Renovo Assets Private Limited,Debt Recovery Agents,Amritsar,,"₹ 2,00,000 - 3,00,000"
Medizoc Healthcare,Junior Graphic Designer,Work from home,,"₹ 2,00,000 - 2,10,000"
Picasso,Content & E-commerce Management Associate,Bangalore,,"₹ 2,64,000 - 3,70,000"
Startup Ghar,Associate Interior Designer,Gurgaon,,"₹ 2,50,000 - 4,00,000"
Sri Kaarayil Welfare Association,Recruiter,Work from home,,"₹ 3,00,000 - 7,00,000"
VOIZWORKS,Telecaller,Work from home,,"₹ 2,00,000 - 2,50,000"
Helloscore By Analyct Ventures Private Limited,Customer Relations Consultant,Bangalore,,"₹ 2,00,000 - 7,00,000"
Remote Internship,Customer Acquisition Manager,Work from home,,"₹ 3,00,000 - 5,00,000"
Remote Internship,Customer Acquisition Specialist,Work from home,,"₹ 3,00,000 - 5,00,000"
Remote Internship,Customer Acquisition Associate,Work from home,,"₹ 2,00,000 - 3,00,000"
Spearmint Technology,Digital Marketing Manager,Noida,,"₹ 5,00,000"
Skillzoneai,Telecaller,Bangalore,,"₹ 3,00,000 - 3,30,000"
HeyFarheen Marketing,Facebook Marketing Manager,Work from home,,"₹ 2,00,000 - 3,00,000"
Delius Pharmaceuticals Private Limited,Human Resources (HR) Associate,Delhi,,"₹ 2,00,000 - 2,50,000"
Nuveq Holidays Private Limited,General Management Trainee,Bangalore,,"₹ 2,40,000"
Pindaru Tech Private Limited,Business Development Executive,Work from home,,"₹ 3,60,000 - 5,00,000"
Nymptix Technologies LLP,Content Writer,Ahmedabad,,"₹ 2,00,000 - 2,40,000"
EClerx,Finance Associate,Pune,,"₹ 2,00,000 - 2,20,000"
Carmaa Care Care,Senior Sales Executive,Dehradun,,"₹ 5,00,000 - 6,00,000"
Vawzen Technologies Private Limited,Associate Telecaller,Hyderabad,,"₹ 2,00,000 - 2,00,001"
Visionary Techno Innovation,Business Development Executive,Bangalore,,"₹ 3,50,000"
AM Tech Networks,Graphic Designer,Chandigarh,,"₹ 2,00,000 - 3,00,000"
Vishal Marketing Co,Business Development Executive,Mumbai,,"₹ 2,00,000 - 3,00,000"
Autowise Innovations Pvt Ltd,Associate Software Developer,Delhi,,"₹ 5,00,000 - 5,10,000"
Code Alchemy Private Limited,Angular.js Developer,Surat,,"₹ 2,00,000 - 2,10,000"
PeerXP Technologies,Product Manager,Bangalore,,"₹ 3,00,000 - 4,00,000"
Enrich Hair And Skin Solutions Private Limited,Customer Service Executive,Mumbai,,"₹ 3,00,000 - 3,50,000"
EduGorilla Community Private Limited,Junior Corporate Sales Executive,Lucknow,,"₹ 2,00,000 - 2,50,000"
K12 HERBS OPC PVT LTD,Content & E-commerce Management Specialist,Delhi,,"₹ 2,00,000 - 2,50,000"
Moretasks Business Solution Limited,Operations Associate,Gurgaon,,"₹ 3,00,000 - 4,50,000"
Urban Gourmet India Private Limited,Junior Graphic Designer,Mumbai,,"₹ 2,00,000 - 2,50,000"
Astrotalk,Operations Trainee,Noida,,"₹ 3,00,000 - 4,00,000"
SocioSquares,Senior Search Engine Optimization (SEO) Executive,Mumbai,,"₹ 5,00,000"
Pixels & Spaces,Interior Designer,Indore,,"₹ 2,00,000 - 2,50,000"
SalesEdge,Associate Consultant - Ops & Business Development,Chennai,,"₹ 3,00,000 - 4,50,000"
Trinite Digital,Digital Marketing Executive,Pondicherry,,"₹ 2,00,000 - 4,00,000"
Aspen Adventures Private Limited,Accountant,Noida,,"₹ 2,40,000 - 3,00,000"
Airbow IT Services,UI/UX Designer,Gandhinagar,,"₹ 5,00,000 - 8,00,000"
QA Solvers,Academic Content Developer- Mathematics,Work from home,,"₹ 2,00,000"
Pjain And Sons,Digital Marketing Executive,Delhi,,"₹ 2,00,000 - 2,75,000"
Stirring Minds,Digital Marketing Specialist,Delhi,,"₹ 2,00,000 - 3,00,000"
TWOSS,Business Development Executive,Work from home,,"₹ 5,00,000 - 8,00,000"
Riu Global Services Private Limited,Generative AI Developer,Work from home,,"₹ 2,00,000 - 5,00,000"
ESrot Consulting Labs,Associate Game Developer,Work from home,,"₹ 2,40,000 - 3,00,000"
Human Resource Search (HRS),Administration Trainee,Navi Mumbai,,"₹ 2,00,000 - 3,00,000"
Dazeinfo Media & Research Private Limited,Social Media Marketing Executive,Work from home,,"₹ 2,40,000 - 3,00,000"
Shikha's Le Gateau,Inbound Sales Representative,Bangalore,,"₹ 4,00,000 - 5,00,000"
Techphoton Solutions Private Limited,Field Sales Executive,Delhi,,"₹ 3,00,000 - 5,00,000"
Next On Map,Travel & Tourism Associate,Faridabad,,"₹ 2,00,000 - 2,50,000"
Money Honey Financial Services Private Limited,Chartered Accountant (CA),Mumbai,,"₹ 7,00,000 - 14,00,000"
Essence Interiors,Interior Designer,Gurgaon,,"₹ 2,50,000"
Airbow IT Services,WordPress Developer,Gandhinagar,,"₹ 5,00,000 - 7,00,000"
FreJun Incorporation,Copywriter,Work from home,,"₹ 4,20,000 - 8,40,000"
Travel Mixture,Corporate Sales Associate,Work from home,,"₹ 2,00,000 - 3,50,000"
QuadB Tech,Senior Full Stack Developer,Ludhiana,,"₹ 5,00,000 - 9,00,000"
Flair Labs,Human Resources (HR) Executive,Mumbai,,"₹ 4,50,000 - 5,00,000"
Rite Knowledge Labs (I) Private Limtied,UI Visualizer,Mumbai,,"₹ 3,00,000"
Webodus,Digital Marketing Executive,Work from home,,"₹ 5,00,000 - 5,00,001"
Stars N Celebs,Client Servicing Manager,Mumbai,,"₹ 3,00,000 - 4,50,000"
Techosiz,Business Development Specialist (Sales),Gautam Buddha Nagar,,"₹ 2,00,000 - 2,75,000"
Roswalt Realty,Junior Social Media Marketing Executive,Mumbai,,"₹ 3,60,000 - 4,80,000"
OOAK Photography,Event Management Associate,Chennai,,"₹ 2,00,000 - 2,50,000"
Excelsia Branding & Entertainment,Event Management Associate,Bhopal,,"₹ 5,00,000"
Euro International School,PRE PRT TGT PGT Faculties,Sikar,,"₹ 2,00,000 - 7,00,000"
Sachin Patil Design Studio,Junior Architect,Navi Mumbai,,"₹ 2,00,000 - 4,20,000"
Decathlon,Omni Sports Leader,Mumbai,,"₹ 3,00,000 - 4,00,000"
Renovo Assets Private Limited,Field Sales Executive,Delhi,,"₹ 2,00,000 - 3,50,000"
EWheelers Mobility Solutions Private Limited,Business Development Associate,Hyderabad,,"₹ 5,00,000 - 6,00,000"
PPN Solutions Private Limited,Corporate Sales Executive,Chandigarh,,"₹ 2,00,000 - 3,00,000"
Flying Squirrel Holidays,Holiday Consultant,Kolkata,,"₹ 2,00,000 - 2,50,000"
M. V. Associates,Telecaller(Female),Faridabad,,"₹ 2,00,000 - 4,00,000"
Ad Hoc Scientific Private Limited,Business Development Associate,Pune,,"₹ 5,00,000 - 6,00,000"
MAAZ INFOTECH,Business Development Executive,Bangalore,,"₹ 2,00,000 - 3,00,000"
Soma Naturals Inc,Office Manager,Gurgaon,,"₹ 2,40,000 - 2,52,000"
Quick ERP Technologies Private Limited,Business Development Associate,Delhi,,"₹ 2,00,000 - 2,40,000"
Gravitex Genesys Private Limited,Academic Counselor,Work from home,,"₹ 2,00,000 - 3,00,000"
Parwarish Institute Of Parenting,Operations Executive,Delhi,,"₹ 2,00,000 - 3,00,000"
Skillyards Versatility Pvt Ltd.,Associate Content Developer (English),Agra,,"₹ 2,00,000 - 2,50,000"
Salecha Lifestyle LLP,Digital Marketing Executive,Mumbai,,"₹ 2,00,000 - 3,50,000"
Leverage Edu,Consultant Overseas Education,Noida,,"₹ 3,60,000 - 5,50,000"
Interpret Media,Junior Social Media Marketing Manager,Work from home,,"₹ 2,00,000 - 2,40,000"
AnoLytics,Korean Language Expert,Noida,,"₹ 4,80,000 - 6,00,000"
Reo.Dev,Graphic Designer,Bangalore,,"₹ 8,00,000 - 10,00,000"
SaffireTech,Junior Content Writer,Mumbai,,"₹ 3,00,000 - 4,00,000"
MURARKA ENTERPRISES,Junior Social Media Marketing Associate,Work from home,,"₹ 2,00,000 - 5,00,000"
Gharaunda,Field Sales Executive,Durgapur,,"₹ 2,00,000 - 3,00,000"
Rabin's Photography,Web Developer,Kolkata,,"₹ 2,00,000 - 2,50,000"
Lead Sourcing & Email Marketing,Full Stack Developer,Bangalore,,"₹ 7,20,000 - 8,40,000"
Infomatic It Solution,Digital Marketing Executive,Noida,,"₹ 2,50,000 - 3,00,000"
Apps N Devices,Subject Matter Expert,Bangalore,,"₹ 2,50,000 - 6,00,000"
SR Edu Technologies,Marketing Executive,Ahmedabad,,"₹ 3,00,000 - 6,00,000"
Pune Medical Coding Training Institute,Digital Marketing Trainer,Pune,,"₹ 5,00,000"
MentorBoxx,Business Development Associate,Indore,,"₹ 6,00,000 - 7,00,000"
MentorBoxx,Corporate Sales Associate,Delhi,,"₹ 2,50,000 - 3,00,000"
YDigital,Digital Marketing Associate,Mumbai,,"₹ 2,00,000 - 10,00,000"
Astrotalk,Senior Process Coordinator,Noida,,"₹ 5,00,000 - 6,00,000"
Astrotalk,Senior Operations Associate,Noida,,"₹ 5,00,000 - 6,00,000"
Astrotalk,Client Relations Executive,Noida,,"₹ 3,00,000 - 4,00,000"
Vitt Kushal Training And Placement Private Limited,Junior Animator,Ghaziabad,,"₹ 2,00,000 - 2,10,000"
Firstricoz Private Limited,Corporate Sales Specialist,Work from home,,"₹ 3,00,000 - 3,50,000"
Future Bound Tech,Junior Telecaller,Work from home,,"₹ 2,00,000 - 3,00,000"
Future Bound Tech,Associate Content Writer,Work from home,,"₹ 2,00,000 - 3,50,000"
DPurpose Foundation,Social Media Manager,Work from home,,"₹ 2,00,000 - 2,50,000"
DPurpose Foundation,Project Manager/Co-ordinator,Chennai,,"₹ 2,00,000 - 2,50,000"
"Swissmote, Inc. (San Francisco, United States)",Software Developer,Work from home,,"$ 10,000 - 16,000"
Wizzer AdvisorTech Pvt. Ltd.,Product Manager (UX/UI & Product Strategy),Mumbai,,"₹ 9,00,000 - 15,00,000"
Tanmay Sharma,Virtual Assistant (AI-Proficient),Work from home,,"₹ 6,00,000 - 7,20,000"
Bytech Minds Private Limited,React Mobile/Web Developer,Work from home,,"₹ 2,00,000 - 3,00,000"
Enpointe,Python Developer,Mumbai,,"₹ 3,00,000"
Systemic Altruism,Ai Startup Founder,Work from home,,"₹ 6,00,000 - 8,00,000"
Remote Internship,Social Media Creator,Work from home,,"₹ 3,00,000 - 4,00,000"
Remote Internship,Video Creator,Work from home,,"₹ 2,00,000 - 5,00,000"
Remote Internship,Content Creator,Work from home,,"₹ 2,00,000 - 4,00,000"
Digital Guruji,Product Manager,Delhi,,"₹ 3,00,000"
Zapplogics Solutions LLP,2D Game Artist,Work from home,,"₹ 2,00,000 - 2,50,000"
VidyutTech Services Private Limited,Software Developer,Bangalore,,"₹ 6,00,000 - 8,00,000"
People Staffing Solutions,Associate Recruiter,Delhi,,"₹ 2,00,000 - 2,40,000"
BoxUp Luxury Gifting,Social Media Manager,Bangalore,,"₹ 6,00,000"
Eeshaan FinTech Services Private Limited,Stores Operations,Hyderabad,,"₹ 2,00,000"
Quickinfobuzz,Content Writer,Work from home,,"₹ 2,00,000 - 2,40,000"
SQUALO SOLUTIONS PRIVATE LIMITED,Business Development Associate,Jaipur,,"₹ 3,00,000 - 3,20,000"
Open Weaver,Tele Sales Representative,Work from home,,"₹ 2,50,000 - 3,00,000"
"KARMARKAR AND CO., Company Secretaries",Company Secretary (CS),Pune,,"₹ 2,00,000"
NaviGrit Private Limited,Business Development Associate,Work from home,,"₹ 7,00,000 - 8,00,000"
Fine Data Analytics Private Limited,Junior Software Developer,Gurgaon,,"₹ 2,00,000 - 3,00,000"
Frog Cellsat Limited,Front Desk Executive (Receptionist),Noida,,"₹ 2,00,000 - 2,40,000"
Sourcedesk Global Private Limited,Junior PHP Developer,Kolkata,,"₹ 2,00,000 - 3,00,000"
WinMagic Toys Private Limited,Management Trainee (Marketing),Mumbai,,"₹ 2,00,000 - 4,00,000"
Sonarys Co-Brands Pvt Ltd,Business Development Executive,Pune,,"₹ 2,64,000 - 3,84,000"
PlanB Consultancy,Junior Accountant,Mumbai,,"₹ 2,00,000 - 3,00,000"
PolicyBazaar.com,Customer Service Associate,Gurgaon,,"₹ 2,00,000 - 4,20,000"
Cayana Infratech Private Limited,Corporate Sales Manager,Bhubaneswar,,"₹ 5,00,000 - 6,00,000"
Sargam Insurance Brokers Private Limited,Corporate Sales Manager,Delhi,,"₹ 5,00,000 - 8,00,000"
Harmony Infrasolutions Private Limited,Field Sales Executive,Thane,,"₹ 2,00,000 - 3,36,000"
Amar Cars Private Limited,Field Sales Executive,Surat,,"₹ 2,00,000 - 2,10,000"
EsolutionsFirst,Junior AI/ML Engineer,Hyderabad,,"₹ 3,00,000 - 5,00,000"
Mahatta Multimedia Private Limited,Sound Engineer And Production Manager,Delhi,,"₹ 3,10,000 - 3,60,000"
Alphabiz Company,Business Development Executive,Delhi,,"₹ 2,00,000 - 4,00,000"
RCV Technologies,Business Development Executive,Ghaziabad,,"₹ 2,00,000 - 3,00,000"
Jeevan Raksha Hospital,Junior Pharmaceutical Associate,Delhi,,"₹ 2,00,000"
Collegehai,Telecaller,Noida,,"₹ 2,00,000"
Decathlon Sports India  Private Limited,Corporate Sales Executive,Kolkata,,"₹ 2,00,000 - 2,10,000"
Pooja Pharma,Accountant,Ahmedabad,,"₹ 2,00,000 - 2,20,000"
Shri Viratra Engineering Private Limited,Telecaller,Jodhpur,,"₹ 2,00,000 - 4,00,000"
Orange Umbrella,Junior Talent Acquisition Executive,Mumbai,,"₹ 2,00,000"
Kalaa - Cherishing Memories,Graphic Designer,Bangalore,,"₹ 2,50,000 - 3,00,000"
Globots International,Senior Business Analyst,Navi Mumbai,,"₹ 2,10,000 - 2,30,000"
Bygc Solutions Private Limited,Trainer - BFSI Sector,Work from home,,"₹ 5,00,000"
Lumedot,Creative Writer,Work from home,,"₹ 2,00,000 - 2,00,001"
Illuminate By Tarun Bindlish,Senior Video Editor,Gurgaon,,"₹ 5,00,000 - 5,50,000"
Legit Farms,Field Sales Manager,Bangalore,,"₹ 5,00,000"
Socio Economic Emerging Development (SEED) Council,Company Secretary (CS),Delhi,,"₹ 5,00,000 - 6,00,000"
Balaji Auto Centre,Administration Executive,Kolkata,,"₹ 2,00,000 - 3,00,000"
Smart Color Solutions,Sales Executive,Ahmedabad,,"₹ 2,00,000 - 5,00,000"
Genex Edge Solutions,Advanced Packaging Designer,Work from home,,"₹ 2,00,000 - 3,00,000"
MicDrop Incorporation,Video Editor,Pune,,"₹ 2,00,000 - 2,50,000"
G Connect Solutions,Search Engine Optimization (SEO) Associate,Bangalore,,"₹ 2,00,000 - 3,00,000"
MiCoB Private Limited,Civil Engineer,Ahmedabad,,"₹ 2,50,000 - 5,00,000"
Rimark Technologies Pvt Ltd,Android App Developer,Lucknow,,"₹ 2,00,000 - 4,00,000"
Pawzz,Head Associate,Gurgaon,,"₹ 5,00,000 - 7,00,000"
Academiq.io,Web Developer,Greater Noida,,"₹ 5,00,000 - 6,00,000"
Reo.Dev,Social Media Marketing - B2B SaaS,Bangalore,,"₹ 12,00,000 - 18,00,000"
Pawzz Foundation,Business Development Associate,Work from home,,"₹ 3,00,000 - 5,00,000"
Exeed Logistik India Private Limited,Business Development Manager,Chennai,,"₹ 5,00,000 - 5,50,000"
Sorted Branding,Animation Expert,Mumbai,,"₹ 2,00,000 - 3,00,000"
Modus Techno Consulting Private Limited,Senior Civil Engineer,Pune,,"₹ 5,00,000 - 5,00,001"
Wemyze,Telecaller,Work from home,,"₹ 2,00,000 - 3,00,000"
VijayShree Construction,Interior Designer,Delhi,,"₹ 5,00,000 - 6,00,000"
CNS Architecture Studio,Interior Designer,Work from home,,"₹ 2,00,000 - 2,15,000"
Pune Medical Coding Training Institute,Digital Marketing Trainer,Work from home,,"₹ 5,00,000"
Bugalia Films,Graphic Designer,Mumbai,,"₹ 2,00,000 - 3,00,000"
APSK Production & Entertainment Private Limited,Business Development Manager,Delhi,,"₹ 2,40,000 - 4,00,000"
Learntechzo,Business Development Executive,Bangalore,,"₹ 2,70,000 - 3,50,000"
Webvio Technologies Private Limited,Search Engine Optimization (SEO) Executive,Delhi,,"₹ 2,00,000 - 3,60,000"
MMC Group,Field Sales Executive,Noida,,"₹ 5,00,000 - 6,00,000"
Wehire Talent Solutions,Nepali Language Interpreter,Work from home,,"₹ 4,00,000 - 5,40,000"
Remote Internship,Account Manager,Work from home,,"₹ 2,00,000 - 3,00,000"
Remote Internship,Customer Interaction Specialist,Work from home,,"₹ 2,00,000 - 3,00,000"
Sorted Branding,Brand Manager,Mumbai,,"₹ 2,50,000 - 3,00,000"
Wishfin,Business Development Executive,Noida,,"₹ 2,00,000 - 2,40,000"
InstaAstro,Software Developer,Noida,,"₹ 2,50,000 - 3,00,000"
Quantta Analytics,Junior Web Developer,Kolkata,,"₹ 3,00,000 - 4,00,000"
Kapable.club,Program Consultant,Delhi,,"₹ 5,00,000 - 8,00,000"
QA Solvers,Punjabi Translator,Work from home,,"₹ 2,00,000"
Transition Computing India,Angular Developer,Hyderabad,,"₹ 2,00,000"
Aware,Backend Engineer – Wcommerce,Hyderabad,,"₹ 12,00,000 - 18,00,000"
Remote Internship,Client Acquisition Associate,Work from home,,"₹ 2,00,000 - 3,00,000"
Persist Ventures,Ai Startup Founder,Work from home,,"₹ 6,00,000 - 8,00,000"
Remote Internship,Client Acquisition Specialist,Work from home,,"₹ 2,00,000 - 3,00,000"
Remote Internship,Data Entry Associate,Work from home,,"₹ 2,00,000 - 3,00,000"
KollegeApply,MIS Executive,Gurgaon,,"₹ 2,00,000 - 2,50,000"
Persist Ventures,Technical Talent Acquisition,Work from home,,"₹ 6,00,000 - 8,00,000"
Systemic Altruism,Technical Talent Acquisition,Work from home,,"₹ 6,00,000 - 8,00,000"
Nectar Fresh,Senior Accountant,Mysuru,,"₹ 5,00,000 - 5,50,000"
Vikaki Enterprises,Recruitment Specialist,Jaipur,,"₹ 2,00,000 - 3,60,000"
Evanti Tech,Human Resources (HR) Associate,Work from home,,"₹ 3,00,000 - 4,50,000"
NovosEdge Private Limited,Agritech Sales And Marketing Executive,Ratlam,,"₹ 2,00,000 - 3,00,000"
CashFlo,Business Advisor,Mumbai,,"₹ 4,00,000"
Umaga Technologies Private Limited,Corporate Sales Manager,Lucknow,,"₹ 3,50,000 - 4,00,000"
Journey Intellect,Customer Service Associate,Delhi,,"₹ 2,00,000 - 2,40,000"
Simpolo Vitrified Private Limited,Architect,Morbi,,"₹ 2,40,000"
Nimisha Singhal,Junior Fashion Designer,Delhi,,"₹ 2,00,000 - 2,00,001"
Growth Accelerators,Senior Search Engine Optimization (SEO) Associate,Gurgaon,,"₹ 2,00,000 - 3,00,000"
Rikaian Tec,Project Coordinator,Pune,,"₹ 2,00,000 - 3,00,000"
Systemic Altruism,Marketing Manager,Work from home,,"₹ 5,00,000 - 8,00,000"
RISE Edutech,Human Resources (HR) Executive,Work from home,,"₹ 2,00,000"
Persist Ventures,Marketing Manager,Work from home,,"₹ 5,00,000 - 8,00,000"
Leverage Edu,Counsellor-Overseas Education,Noida,,"₹ 3,60,000 - 5,00,000"
Book Your Campus,Sales And Business Development Manager,Work from home,,"₹ 2,00,000 - 2,50,000"
Cosmica Telematics Private Limited,Business Development Executive,Pune,,"₹ 3,00,000 - 6,00,000"
Urban Company,Business Development Associate,Mumbai,,"₹ 2,80,000 - 3,20,000"
ECom Conversion,Search Engine Optimization (SEO) Executive,Ghaziabad,,"₹ 2,00,000 - 3,00,000"
